cust_id,loan_value,salary,late_cnt,missed_inst,dpd,arrears_flag
SYN-1069,813013.0,31291.0,2,1,0.0,0
SYN-1070,512307.0,133222.0,2,0,0.0,0
SYN-1071,751380.0,92259.0,1,2,0.0,0
SYN-1072,607184.0,131047.0,2,0,15.0,0
SYN-1073,727190.0,71657.0,3,0,13.0,1
SYN-1074,638992.0,30361.0,2,0,23.0,0
SYN-1075,832819.0,81674.0,1,0,19.0,0
SYN-1076,241662.0,135719.0,1,1,23.0,0
SYN-1077,221785.0,88967.0,1,0,17.0,0
SYN-1078,655660.0,62876.0,2,0,13.0,0
SYN-1079,476186.0,99601.0,3,0,23.0,1
SYN-1080,559287.0,142852.0,1,0,21.0,1
SYN-1081,652261.0,47915.0,3,0,15.0,0
SYN-1082,515314.0,133763.0,3,0,25.0,0
SYN-1083,719539.0,130102.0,1,0,0.0,0
SYN-1084,321037.0,85611.0,0,0,7.0,0
SYN-1085,780142.0,175550.0,2,0,6.0,0
SYN-1086,141525.0,164206.0,1,1,24.0,0
SYN-1087,588903.0,77424.0,1,0,29.0,1
SYN-1088,806613.0,34664.0,2,1,0.0,0
SYN-1089,264790.0,76246.0,3,0,27.0,0
SYN-1090,327809.0,60708.0,1,0,0.0,0
SYN-1091,309626.0,112088.0,2,0,0.0,0
SYN-1092,529624.0,167812.0,2,0,7.0,1
SYN-1093,400941.0,160551.0,1,0,6.0,0
SYN-1094,141765.0,75874.0,1,0,0.0,0
SYN-1095,807594.0,94290.0,1,0,18.0,0
SYN-1096,223975.0,35481.0,2,2,18.0,1
SYN-1097,503968.0,111625.0,0,0,23.0,0
SYN-1098,555584.0,39505.0,1,0,5.0,0
SYN-1099,84639.0,170791.0,2,0,10.0,0
SYN-1100,131355.0,160040.0,0,0,10.0,0
SYN-1101,875936.0,62128.0,0,1,30.0,1
SYN-1102,614835.0,134905.0,1,0,0.0,0
SYN-1103,78530.0,115203.0,1,0,0.0,0
SYN-1104,725069.0,150204.0,1,0,10.0,0
SYN-1105,482261.0,101348.0,5,0,0.0,1
SYN-1106,113920.0,58766.0,2,1,7.0,0
SYN-1107,628639.0,125977.0,1,0,8.0,0
SYN-1108,474449.0,42042.0,5,1,2.0,1
SYN-1109,224182.0,117688.0,2,0,11.0,0
SYN-1110,796047.0,61906.0,2,1,18.0,1
SYN-1111,297673.0,132740.0,1,0,7.0,0
SYN-1112,291873.0,154206.0,0,0,5.0,0
SYN-1113,281858.0,46429.0,0,1,8.0,0
SYN-1114,702337.0,90040.0,0,0,10.0,0
SYN-1115,650201.0,140028.0,2,0,0.0,0
SYN-1116,817674.0,54555.0,4,2,16.0,1
SYN-1117,244938.0,114979.0,1,0,5.0,0
SYN-1118,718410.0,130776.0,5,1,25.0,1
SYN-1119,537089.0,83219.0,4,1,17.0,0
SYN-1120,312378.0,154797.0,1,1,24.0,0
SYN-1121,80136.0,106599.0,1,1,0.0,0
SYN-1122,746105.0,124049.0,1,0,6.0,0
SYN-1123,254911.0,51131.0,0,0,0.0,0
SYN-1124,586982.0,33474.0,0,0,2.0,0
SYN-1125,516538.0,37612.0,2,1,25.0,0
SYN-1126,53782.0,165588.0,0,1,28.0,0
SYN-1127,895192.0,162396.0,1,0,0.0,0
SYN-1128,742180.0,151139.0,3,0,5.0,0
SYN-1129,463501.0,59942.0,1,0,9.0,0
SYN-1130,628290.0,108819.0,4,0,17.0,0
SYN-1131,455105.0,149418.0,2,1,0.0,0
SYN-1132,682898.0,131200.0,1,0,0.0,0
SYN-1133,164179.0,47328.0,4,0,16.0,1
SYN-1134,429398.0,164331.0,1,1,0.0,0
SYN-1135,335207.0,54102.0,2,1,5.0,0
SYN-1136,440707.0,55769.0,1,0,12.0,0
SYN-1137,432902.0,165151.0,1,1,15.0,0
SYN-1138,171630.0,102693.0,0,0,8.0,0
SYN-1139,880015.0,85934.0,2,1,6.0,0
SYN-1140,63168.0,113049.0,2,0,20.0,0
SYN-1141,58562.0,177210.0,3,0,13.0,0
SYN-1142,367425.0,47945.0,2,1,2.0,0
SYN-1143,577320.0,143542.0,1,0,10.0,0
SYN-1144,202705.0,80149.0,0,0,15.0,0
SYN-1145,503215.0,47557.0,1,0,31.0,0
SYN-1146,664356.0,93290.0,2,0,19.0,1
SYN-1147,129952.0,112313.0,0,0,25.0,1
SYN-1148,886759.0,60894.0,2,0,3.0,0
SYN-1149,336196.0,90790.0,1,0,4.0,0
SYN-1150,596053.0,125351.0,0,1,7.0,0
SYN-1151,144112.0,116467.0,1,2,8.0,0
SYN-1152,653063.0,138474.0,1,0,0.0,0
SYN-1153,764388.0,155461.0,0,0,25.0,0
SYN-1154,139492.0,91371.0,0,0,21.0,0
SYN-1155,156984.0,93445.0,1,0,6.0,0
SYN-1156,288890.0,104504.0,1,1,18.0,0
SYN-1157,60145.0,114953.0,0,0,13.0,0
SYN-1158,888144.0,46248.0,1,0,19.0,0
SYN-1159,558626.0,76895.0,0,0,0.0,0
SYN-1160,566451.0,55784.0,0,0,8.0,0
SYN-1161,865118.0,87878.0,4,1,9.0,0
SYN-1162,757225.0,176003.0,1,1,17.0,1
SYN-1163,742106.0,117410.0,2,0,2.0,0
SYN-1164,338577.0,94407.0,1,0,0.0,0
SYN-1165,334634.0,114891.0,4,1,0.0,1
SYN-1166,297977.0,130361.0,3,0,9.0,0
SYN-1167,344691.0,95243.0,2,1,11.0,0
SYN-1168,364082.0,97156.0,0,1,30.0,1
SYN-1169,169003.0,135210.0,1,0,17.0,0
SYN-1170,352556.0,39129.0,0,1,11.0,0
SYN-1171,429735.0,111012.0,2,0,10.0,0
SYN-1172,312945.0,112099.0,0,1,23.0,0
SYN-1173,190545.0,143513.0,1,0,3.0,0
SYN-1174,367399.0,177397.0,3,0,8.0,0
SYN-1175,458772.0,149363.0,2,0,0.0,0
SYN-1176,662619.0,105568.0,3,0,27.0,0
SYN-1177,654552.0,55418.0,1,0,15.0,0
SYN-1178,222291.0,118239.0,1,0,2.0,0
SYN-1179,81157.0,155145.0,1,0,9.0,1
SYN-1180,308230.0,169862.0,1,0,16.0,0
SYN-1181,183566.0,153797.0,1,0,7.0,0
SYN-1182,386420.0,58345.0,3,2,4.0,1
SYN-1183,882444.0,136886.0,0,2,2.0,0
SYN-1184,203911.0,162023.0,1,0,14.0,0
SYN-1185,321043.0,132153.0,2,0,6.0,0
SYN-1186,666347.0,132863.0,0,1,5.0,0
SYN-1187,482805.0,105024.0,0,1,0.0,0
SYN-1188,87339.0,125546.0,2,0,11.0,0
SYN-1189,187437.0,74157.0,1,1,8.0,0
SYN-1190,844962.0,43322.0,1,0,6.0,0
SYN-1191,137690.0,154157.0,1,0,12.0,0
SYN-1192,589829.0,171472.0,1,1,19.0,0
SYN-1193,723477.0,158523.0,0,1,18.0,0
SYN-1194,275623.0,80087.0,2,1,17.0,0
SYN-1195,666316.0,44030.0,4,0,7.0,0
SYN-1196,194411.0,72021.0,3,0,3.0,0
SYN-1197,292038.0,156425.0,0,0,0.0,0
SYN-1198,315049.0,128372.0,1,0,3.0,0
SYN-1199,896970.0,175004.0,1,0,10.0,0
SYN-1200,232386.0,81402.0,1,0,1.0,0
SYN-1201,159826.0,112721.0,3,0,11.0,0
SYN-1202,836838.0,148506.0,2,1,0.0,0
SYN-1203,187641.0,65099.0,1,0,0.0,1
SYN-1204,797388.0,174613.0,1,0,20.0,0
SYN-1205,602888.0,118860.0,2,1,4.0,1
SYN-1206,540332.0,31185.0,1,0,0.0,0
SYN-1207,688638.0,33773.0,2,1,0.0,0
SYN-1208,667099.0,162332.0,0,0,15.0,0
SYN-1209,143947.0,126792.0,1,0,26.0,0
SYN-1210,899546.0,144461.0,3,1,5.0,1
SYN-1211,850606.0,147602.0,2,0,7.0,0
SYN-1212,812103.0,93069.0,1,0,23.0,1
SYN-1213,578946.0,149792.0,2,1,0.0,0
SYN-1214,494373.0,170630.0,1,0,34.0,1
SYN-1215,505837.0,55826.0,0,1,39.0,1
SYN-1216,62696.0,144620.0,2,1,0.0,0
SYN-1217,474549.0,76169.0,2,2,9.0,1
SYN-1218,580204.0,78224.0,1,0,1.0,0
SYN-1219,609900.0,91913.0,3,0,7.0,0
SYN-1220,332319.0,159558.0,0,1,5.0,0
SYN-1221,450590.0,33308.0,2,0,20.0,0
SYN-1222,590864.0,95089.0,4,0,9.0,1
SYN-1223,414060.0,132007.0,2,0,0.0,0
SYN-1224,867815.0,46562.0,1,0,8.0,0
SYN-1225,649626.0,148838.0,3,0,16.0,1
SYN-1226,51083.0,171285.0,1,0,0.0,0
SYN-1227,69788.0,43640.0,0,0,0.0,0
SYN-1228,636755.0,52942.0,1,0,34.0,0
SYN-1229,400748.0,176115.0,1,1,2.0,0
SYN-1230,763550.0,59678.0,2,0,8.0,0
SYN-1231,197063.0,41841.0,1,0,5.0,0
SYN-1232,61753.0,172829.0,2,0,17.0,0
SYN-1233,379870.0,163893.0,5,0,31.0,1
SYN-1234,675654.0,128359.0,2,2,17.0,1
SYN-1235,875969.0,112715.0,0,1,0.0,1
SYN-1236,801106.0,167885.0,0,0,0.0,0
SYN-1237,461463.0,128328.0,3,0,5.0,0
SYN-1238,740895.0,128759.0,0,0,7.0,0
SYN-1239,109781.0,156553.0,3,0,0.0,0
SYN-1240,536431.0,127987.0,4,0,20.0,0
SYN-1241,835654.0,105552.0,0,0,0.0,0
SYN-1242,386927.0,88458.0,1,0,28.0,0
SYN-1243,866086.0,105470.0,0,0,32.0,1
SYN-1244,237582.0,108372.0,1,0,7.0,0
SYN-1245,139789.0,84125.0,4,0,15.0,1
SYN-1246,496048.0,97218.0,1,0,0.0,0
SYN-1247,821160.0,150281.0,2,0,17.0,0
SYN-1248,314587.0,92477.0,2,0,4.0,0
SYN-1249,730136.0,33834.0,1,0,0.0,0
SYN-1250,193818.0,72453.0,1,0,7.0,0
SYN-1251,683735.0,64761.0,1,0,4.0,0
SYN-1252,523473.0,149037.0,1,1,6.0,0
SYN-1253,198764.0,97394.0,1,1,21.0,1
SYN-1254,660374.0,72047.0,0,0,1.0,0
SYN-1255,656693.0,151606.0,1,0,31.0,0
SYN-1256,488120.0,32883.0,4,1,0.0,1
SYN-1257,241647.0,56138.0,0,1,29.0,0
SYN-1258,162450.0,154043.0,3,0,0.0,1
SYN-1259,863667.0,112598.0,2,0,10.0,1
SYN-1260,607441.0,146047.0,0,0,4.0,0
SYN-1261,737855.0,155726.0,1,0,6.0,0
SYN-1262,642425.0,171295.0,5,0,20.0,1
SYN-1263,755053.0,39514.0,0,0,28.0,0
SYN-1264,188117.0,149885.0,1,0,24.0,0
SYN-1265,472408.0,136315.0,0,0,5.0,0
SYN-1266,617056.0,61054.0,0,0,12.0,0
SYN-1267,137881.0,169755.0,1,1,1.0,0
SYN-1268,177463.0,90630.0,0,0,0.0,0
SYN-1269,588885.0,163142.0,4,0,0.0,0
SYN-1270,788400.0,120767.0,3,0,5.0,0
SYN-1271,611354.0,109012.0,0,1,13.0,1
SYN-1272,80774.0,53929.0,0,0,0.0,0
SYN-1273,874868.0,167149.0,5,0,9.0,1
SYN-1274,168581.0,113499.0,0,0,28.0,0
SYN-1275,247678.0,30914.0,2,1,23.0,0
SYN-1276,878722.0,32743.0,2,1,3.0,0
SYN-1277,705378.0,146645.0,1,1,0.0,0
SYN-1278,846090.0,54290.0,0,0,16.0,0
SYN-1279,735627.0,119811.0,0,0,0.0,0
SYN-1280,603974.0,132162.0,2,0,23.0,0
SYN-1281,291870.0,71905.0,1,0,7.0,0
SYN-1282,327849.0,115397.0,0,1,32.0,0
SYN-1283,855180.0,66039.0,3,0,0.0,0
SYN-1284,781532.0,171947.0,1,0,21.0,0
SYN-1285,355567.0,159026.0,0,1,9.0,0
SYN-1286,367277.0,73206.0,6,0,6.0,1
SYN-1287,303040.0,109322.0,0,0,0.0,0
SYN-1288,327211.0,105095.0,0,0,17.0,0
SYN-1289,781567.0,174003.0,0,1,18.0,0
SYN-1290,58931.0,89104.0,0,1,31.0,1
SYN-1291,420645.0,114334.0,2,0,22.0,1
SYN-1292,851414.0,169306.0,1,2,3.0,0
SYN-1293,511241.0,54422.0,2,1,0.0,0
SYN-1294,432879.0,112573.0,1,1,0.0,0
SYN-1295,315514.0,45851.0,1,1,28.0,1
SYN-1296,112826.0,122625.0,2,0,1.0,0
SYN-1297,240814.0,84852.0,2,1,28.0,1
SYN-1298,126890.0,175145.0,2,0,16.0,0
SYN-1299,157695.0,92311.0,0,1,14.0,0
SYN-1300,188989.0,50428.0,1,0,6.0,0
SYN-1301,306725.0,155100.0,0,1,18.0,0
SYN-1302,59364.0,153130.0,0,2,10.0,0
SYN-1303,857622.0,134229.0,2,0,6.0,0
SYN-1304,155246.0,142322.0,2,2,18.0,0
SYN-1305,375677.0,69707.0,2,0,8.0,0
SYN-1306,797598.0,126308.0,1,0,0.0,0
SYN-1307,140583.0,35703.0,4,0,17.0,0
SYN-1308,461064.0,59534.0,1,1,9.0,1
SYN-1309,768066.0,169842.0,0,0,16.0,0
SYN-1310,523418.0,140885.0,1,0,5.0,0
SYN-1311,228792.0,64601.0,1,0,0.0,0
SYN-1312,675183.0,46707.0,0,0,31.0,0
SYN-1313,629140.0,172338.0,0,0,29.0,0
SYN-1314,357858.0,46828.0,1,1,21.0,0
SYN-1315,89351.0,68561.0,1,1,5.0,0
SYN-1316,56685.0,57395.0,1,1,6.0,0
SYN-1317,751584.0,31120.0,2,0,27.0,0
SYN-1318,323324.0,77120.0,4,2,6.0,0
SYN-1319,167104.0,176127.0,2,0,2.0,0
SYN-1320,490769.0,81285.0,1,0,32.0,0
SYN-1321,832708.0,105646.0,1,0,9.0,1
SYN-1322,57209.0,141890.0,1,0,31.0,0
SYN-1323,97722.0,112662.0,0,0,0.0,0
SYN-1324,404488.0,141539.0,2,1,16.0,0
SYN-1325,624571.0,129245.0,0,0,35.0,0
SYN-1326,454685.0,121284.0,1,0,10.0,0
SYN-1327,812916.0,127447.0,2,1,7.0,0
SYN-1328,87472.0,149875.0,3,3,0.0,1
SYN-1329,339120.0,136529.0,1,0,23.0,0
SYN-1330,348646.0,148766.0,2,0,1.0,0
SYN-1331,339108.0,51840.0,2,0,9.0,0
SYN-1332,464533.0,131651.0,0,0,0.0,0
SYN-1333,721990.0,140553.0,0,0,29.0,0
SYN-1334,320200.0,74995.0,1,0,24.0,0
SYN-1335,682811.0,161187.0,4,1,10.0,1
SYN-1336,174496.0,75707.0,0,0,0.0,0
SYN-1337,526616.0,66575.0,1,0,28.0,0
SYN-1338,368825.0,160065.0,0,0,6.0,0
SYN-1339,508329.0,67053.0,1,1,0.0,0
SYN-1340,141587.0,92325.0,3,0,0.0,1
SYN-1341,860443.0,85188.0,3,0,2.0,0
SYN-1342,820282.0,164709.0,0,0,0.0,0
SYN-1343,752437.0,98285.0,2,1,3.0,1
SYN-1344,808865.0,134146.0,1,1,19.0,0
SYN-1345,174685.0,149106.0,1,0,5.0,0
SYN-1346,478164.0,124186.0,2,0,14.0,0
SYN-1347,320223.0,171554.0,2,0,1.0,0
SYN-1348,804278.0,150376.0,0,0,11.0,0
SYN-1349,211022.0,90031.0,3,1,33.0,1
SYN-1350,236954.0,172622.0,2,0,6.0,0
SYN-1351,633707.0,108686.0,0,0,15.0,0
SYN-1352,125565.0,33387.0,0,1,0.0,0
SYN-1353,672512.0,69002.0,1,1,28.0,1
SYN-1354,277908.0,123259.0,1,0,4.0,0
SYN-1355,611795.0,53522.0,2,0,23.0,1
SYN-1356,792082.0,117610.0,1,0,9.0,0
SYN-1357,568170.0,84240.0,2,1,17.0,0
SYN-1358,230781.0,110158.0,2,1,18.0,1
SYN-1359,91791.0,30281.0,0,1,5.0,0
SYN-1360,87922.0,157263.0,2,1,23.0,1
SYN-1361,125490.0,84289.0,1,0,1.0,0
SYN-1362,542845.0,51024.0,1,0,19.0,0
SYN-1363,345985.0,95687.0,0,0,5.0,0
SYN-1364,256641.0,102927.0,3,1,14.0,0
SYN-1365,236411.0,125610.0,3,0,4.0,0
SYN-1366,856294.0,108684.0,3,0,11.0,1
SYN-1367,150994.0,36529.0,1,0,0.0,0
SYN-1368,309092.0,160727.0,2,1,13.0,1
SYN-1369,450756.0,98476.0,2,1,11.0,0
SYN-1370,50382.0,41548.0,0,1,4.0,0
SYN-1371,832810.0,145924.0,2,0,9.0,0
SYN-1372,134234.0,129023.0,5,1,12.0,1
SYN-1373,630100.0,127416.0,1,1,3.0,0
SYN-1374,584536.0,94037.0,0,1,8.0,0
SYN-1375,737704.0,91575.0,1,1,0.0,0
SYN-1376,603680.0,110451.0,1,1,38.0,0
SYN-1377,703979.0,37589.0,1,1,23.0,0
SYN-1378,408061.0,74844.0,2,0,13.0,0
SYN-1379,465399.0,178184.0,3,0,24.0,1
SYN-1380,646413.0,129329.0,1,0,0.0,0
SYN-1381,533163.0,92840.0,1,1,0.0,0
SYN-1382,484808.0,63354.0,4,1,5.0,1
SYN-1383,224725.0,141781.0,2,0,0.0,0
SYN-1384,269392.0,69044.0,1,0,7.0,0
SYN-1385,354723.0,54356.0,1,1,12.0,1
SYN-1386,57892.0,53177.0,1,1,21.0,1
SYN-1387,404759.0,139389.0,0,2,0.0,0
SYN-1388,52353.0,126422.0,0,0,15.0,0
SYN-1389,530263.0,40471.0,2,1,10.0,1
SYN-1390,648424.0,47256.0,2,1,14.0,0
SYN-1391,527826.0,125077.0,3,0,4.0,0
SYN-1392,639492.0,115667.0,0,0,27.0,0
SYN-1393,50011.0,132900.0,4,3,9.0,1
SYN-1394,100526.0,56706.0,3,0,31.0,0
SYN-1395,643693.0,138988.0,1,0,1.0,0
SYN-1396,732465.0,170414.0,2,1,19.0,0
SYN-1397,660046.0,120158.0,2,1,9.0,0
SYN-1398,613560.0,59420.0,2,0,6.0,0
SYN-1399,651275.0,131932.0,2,1,18.0,0
SYN-1400,678651.0,81462.0,3,0,6.0,0
SYN-1401,665721.0,37393.0,4,1,0.0,1
SYN-1402,677307.0,75351.0,2,0,0.0,0
SYN-1403,112917.0,165838.0,2,1,25.0,0
SYN-1404,103781.0,91671.0,2,1,25.0,0
SYN-1405,356952.0,159700.0,3,0,33.0,1
SYN-1406,498457.0,106299.0,2,0,10.0,0
SYN-1407,698226.0,107547.0,0,1,0.0,0
SYN-1408,334502.0,30782.0,3,0,5.0,0
SYN-1409,283850.0,125566.0,2,0,10.0,0
SYN-1410,714231.0,46172.0,7,0,0.0,1
SYN-1411,261936.0,101812.0,2,1,30.0,0
SYN-1412,747715.0,69048.0,1,0,37.0,0
SYN-1413,200564.0,88857.0,1,0,16.0,1
SYN-1414,355552.0,110562.0,1,2,10.0,1
SYN-1415,390914.0,32170.0,0,0,0.0,0
SYN-1416,304584.0,72688.0,2,0,29.0,1
SYN-1417,52853.0,178442.0,0,0,11.0,0
SYN-1418,250183.0,38610.0,1,0,7.0,0
SYN-1419,337006.0,77909.0,2,0,16.0,0
SYN-1420,316581.0,78213.0,1,1,3.0,0
SYN-1421,717722.0,86908.0,2,0,12.0,0
SYN-1422,90263.0,132717.0,1,1,0.0,0
SYN-1423,380606.0,67162.0,1,0,23.0,0
SYN-1424,81888.0,99040.0,2,0,9.0,0
SYN-1425,841050.0,126730.0,3,0,24.0,1
SYN-1426,721678.0,78348.0,1,0,8.0,0
SYN-1427,884837.0,172316.0,4,1,8.0,1
SYN-1428,823636.0,176951.0,3,0,0.0,0
SYN-1429,318441.0,47951.0,5,0,19.0,0
SYN-1430,637846.0,81573.0,1,0,0.0,0
SYN-1431,310571.0,61196.0,1,1,4.0,0
SYN-1432,804980.0,58018.0,1,0,10.0,0
SYN-1433,399140.0,103647.0,1,1,11.0,0
SYN-1434,369504.0,114574.0,1,0,0.0,0
SYN-1435,826958.0,93848.0,3,0,7.0,0
SYN-1436,761229.0,70883.0,3,1,20.0,0
SYN-1437,871452.0,71793.0,2,0,5.0,1
SYN-1438,106515.0,178819.0,2,0,7.0,0
SYN-1439,256838.0,168552.0,0,2,12.0,1
SYN-1440,305729.0,41385.0,5,0,8.0,1
SYN-1441,410699.0,128483.0,0,0,0.0,0
SYN-1442,452161.0,98532.0,1,0,10.0,0
SYN-1443,297752.0,133322.0,1,0,22.0,0
SYN-1444,721883.0,119544.0,0,1,0.0,0
SYN-1445,239758.0,163388.0,1,0,6.0,0
SYN-1446,642040.0,40048.0,1,1,0.0,0
SYN-1447,774003.0,82440.0,1,1,21.0,1
SYN-1448,563144.0,177824.0,3,2,9.0,1
SYN-1449,351035.0,57343.0,0,1,0.0,0
SYN-1450,209708.0,49100.0,2,1,11.0,0
SYN-1451,164194.0,139346.0,1,0,0.0,0
SYN-1452,682549.0,146615.0,4,0,0.0,1
SYN-1453,448762.0,130841.0,1,0,0.0,0
SYN-1454,89372.0,146429.0,0,1,0.0,0
SYN-1455,886264.0,134058.0,3,0,26.0,0
SYN-1456,620608.0,50366.0,0,1,1.0,0
SYN-1457,767555.0,121233.0,1,0,16.0,0
SYN-1458,422460.0,146532.0,2,1,0.0,0
SYN-1459,862123.0,159827.0,0,0,19.0,1
SYN-1460,219596.0,66935.0,1,2,0.0,0
SYN-1461,207366.0,49115.0,0,0,10.0,0
SYN-1462,806785.0,147164.0,2,0,11.0,1
SYN-1463,807960.0,68482.0,1,1,38.0,1
SYN-1464,474167.0,34789.0,1,1,18.0,1
SYN-1465,156918.0,153782.0,1,1,3.0,0
SYN-1466,309434.0,105899.0,1,2,18.0,1
SYN-1467,691029.0,78995.0,0,0,36.0,0
SYN-1468,769093.0,31714.0,2,1,0.0,0
SYN-1469,345507.0,35299.0,0,0,0.0,0
SYN-1470,102049.0,148893.0,3,0,7.0,0
SYN-1471,615868.0,103456.0,1,0,5.0,0
SYN-1472,678572.0,52458.0,0,0,6.0,0
SYN-1473,410412.0,83776.0,1,0,0.0,0
SYN-1474,545633.0,54796.0,1,1,27.0,0
SYN-1475,889266.0,46932.0,1,0,0.0,1
SYN-1476,258249.0,71446.0,3,1,8.0,0
SYN-1477,537031.0,112426.0,1,0,23.0,0
SYN-1478,569316.0,61501.0,1,0,10.0,0
SYN-1479,516741.0,81551.0,1,1,0.0,0
SYN-1480,788760.0,101690.0,0,0,0.0,0
SYN-1481,564256.0,93004.0,0,0,7.0,0
SYN-1482,481707.0,49294.0,2,1,1.0,0
SYN-1483,154563.0,35830.0,1,0,12.0,0
SYN-1484,647728.0,35319.0,1,0,0.0,0
SYN-1485,162291.0,82527.0,2,1,20.0,1
SYN-1486,72584.0,137820.0,1,0,11.0,0
SYN-1487,465251.0,49688.0,0,1,12.0,0
SYN-1488,536578.0,148047.0,2,1,27.0,0
SYN-1489,899196.0,137351.0,2,0,5.0,0
SYN-1490,655478.0,30592.0,0,0,1.0,1
SYN-1491,771302.0,34012.0,1,0,3.0,0
SYN-1492,344430.0,59255.0,3,1,8.0,1
SYN-1493,482577.0,38418.0,7,0,9.0,1
SYN-1494,878129.0,109701.0,3,2,0.0,0
SYN-1495,404780.0,35944.0,3,0,0.0,0
SYN-1496,736197.0,150397.0,5,1,3.0,1
SYN-1497,497091.0,103944.0,0,0,14.0,0
SYN-1498,240368.0,139193.0,2,0,12.0,0
SYN-1499,543356.0,142605.0,2,0,24.0,1
SYN-1500,235353.0,106015.0,0,0,33.0,0
SYN-1501,52573.0,168804.0,2,3,19.0,1
SYN-1502,250512.0,178536.0,1,0,27.0,0
SYN-1503,214172.0,83882.0,2,0,19.0,0
SYN-1504,365283.0,48880.0,0,0,31.0,0
SYN-1505,805307.0,84486.0,2,0,32.0,1
SYN-1506,379675.0,63503.0,1,1,21.0,1
SYN-1507,768409.0,109651.0,1,1,18.0,0
SYN-1508,522271.0,86758.0,1,1,8.0,0
SYN-1509,56472.0,102067.0,2,0,10.0,0
SYN-1510,210426.0,144478.0,1,0,6.0,0
SYN-1511,841586.0,71103.0,2,1,17.0,0
SYN-1512,563547.0,110621.0,5,0,1.0,0
SYN-1513,840115.0,80274.0,3,1,8.0,0
SYN-1514,313602.0,147744.0,2,0,0.0,0
SYN-1515,659078.0,125930.0,2,0,31.0,1
SYN-1516,706221.0,31276.0,3,1,7.0,1
SYN-1517,879345.0,129008.0,2,0,15.0,0
SYN-1518,65450.0,55524.0,1,2,27.0,1
SYN-1519,859402.0,138671.0,0,0,14.0,0
SYN-1520,382852.0,115101.0,3,0,27.0,0
SYN-1521,762294.0,90222.0,1,0,0.0,0
SYN-1522,513006.0,134110.0,0,0,39.0,0
SYN-1523,529952.0,158489.0,0,0,23.0,0
SYN-1524,355471.0,146812.0,1,0,13.0,0
SYN-1525,754202.0,111807.0,0,1,27.0,0
SYN-1526,274412.0,138404.0,0,1,0.0,0
SYN-1527,468405.0,92087.0,4,0,7.0,0
SYN-1528,526148.0,148354.0,0,0,27.0,0
SYN-1529,681143.0,154358.0,1,0,0.0,1
SYN-1530,450890.0,50594.0,1,1,17.0,1
SYN-1531,628240.0,65705.0,1,0,16.0,0
SYN-1532,462500.0,70498.0,4,0,34.0,0
SYN-1533,610423.0,54912.0,0,0,0.0,0
SYN-1534,623022.0,88880.0,2,0,29.0,1
SYN-1535,653025.0,58955.0,2,0,3.0,0
SYN-1536,749805.0,119331.0,2,0,5.0,0
SYN-1537,509614.0,45242.0,1,2,0.0,0
SYN-1538,214286.0,70488.0,2,0,0.0,0
SYN-1539,627695.0,129828.0,2,0,15.0,0
SYN-1540,115550.0,89782.0,4,0,0.0,0
SYN-1541,236112.0,93219.0,2,0,19.0,0
SYN-1542,723334.0,149689.0,1,0,2.0,0
SYN-1543,419810.0,177677.0,1,0,0.0,0
SYN-1544,473338.0,114760.0,2,0,4.0,0
SYN-1545,889287.0,41860.0,3,1,14.0,1
SYN-1546,249897.0,45435.0,1,0,7.0,0
SYN-1547,66620.0,175275.0,2,1,10.0,0
SYN-1548,144667.0,131885.0,1,0,18.0,1
SYN-1549,257827.0,142870.0,1,0,23.0,0
SYN-1550,667032.0,131365.0,1,2,6.0,0
SYN-1551,709449.0,56943.0,0,1,0.0,0
SYN-1552,530666.0,97254.0,0,0,11.0,0
SYN-1553,266789.0,149712.0,0,1,16.0,0
SYN-1554,493481.0,159954.0,2,0,0.0,0
SYN-1555,62714.0,65600.0,1,0,0.0,0
SYN-1556,629531.0,119394.0,3,1,1.0,0
SYN-1557,572153.0,53565.0,2,1,8.0,0
SYN-1558,68527.0,173742.0,3,0,1.0,0
SYN-1559,744460.0,67831.0,0,0,18.0,0
SYN-1560,698913.0,138995.0,2,0,0.0,0
SYN-1561,311990.0,64667.0,2,0,0.0,0
SYN-1562,590070.0,122408.0,1,2,6.0,0
SYN-1563,561269.0,128890.0,0,0,8.0,0
SYN-1564,171703.0,79264.0,0,0,0.0,0
SYN-1565,214270.0,152825.0,3,0,3.0,0
SYN-1566,630725.0,162806.0,4,0,5.0,1
SYN-1567,843519.0,158260.0,2,0,5.0,0
SYN-1568,539842.0,79620.0,1,2,12.0,0
SYN-1569,532641.0,141651.0,1,1,2.0,0
SYN-1570,599679.0,113924.0,2,1,28.0,1
SYN-1571,424492.0,118894.0,0,0,16.0,0
SYN-1572,96046.0,101614.0,3,0,0.0,0
SYN-1573,387028.0,120039.0,3,0,11.0,0
SYN-1574,815214.0,50348.0,3,0,11.0,1
SYN-1575,734205.0,91327.0,0,0,25.0,0
SYN-1576,838310.0,56651.0,1,1,3.0,0
SYN-1577,179907.0,72016.0,1,1,19.0,0
SYN-1578,480064.0,49172.0,1,0,11.0,0
SYN-1579,547019.0,61874.0,0,0,28.0,1
SYN-1580,228437.0,147289.0,0,1,25.0,0
SYN-1581,220825.0,112475.0,0,0,12.0,0
SYN-1582,714728.0,33546.0,1,1,7.0,0
SYN-1583,621074.0,148279.0,1,0,16.0,1
SYN-1584,600109.0,166420.0,0,0,8.0,0
SYN-1585,276939.0,162064.0,2,0,30.0,0
